field_id,region,crop_type,soil_organic_carbon,soil_ph,nitrogen_kgha,phosphorus_kgha,potassium_kgha,clay_content_pct,sulphur_ppm,calcium_meq,magnesium_meq,zinc_ppm,iron_ppm,copper_ppm,manganese_ppm,boron_ppm,electrical_conductivity_dsm,cumulative_rainfall_mm,growing_degree_days,avg_temperature_c,heat_stress_days,peak_ndvi,bio_applied,bio_product_type,bio_dosage_l_ha,observed_yield_q_acre,counterfactual_yield_q_acre,bio_attributed_lift_q,crop_msp_rs_q,gross_revenue_gain_rs,net_profit_rs
IND_FIELD_0713,Maharashtra & Vidarbha (Deccan),Tomato,11.35,6.1,216.2,42.5,209.0,34.2,23.2,28.8,10.4,0.94,9.79,0.23,2.41,0.93,0.65,1060.5,1971.8,28.5,7,0.92,0,None,0.0,299.04,299.75,-0.71,2400.0,-1705.0,-1705.0
IND_FIELD_0714,Maharashtra & Vidarbha (Deccan),Rice (Paddy),4.51,7.9,187.4,47.4,91.8,31.8,7.0,18.4,9.3,1.28,3.26,0.37,5.0,0.82,0.4,520.0,2519.7,24.7,4,0.696,1,Syngenta Isabion,2.68,39.56,33.47,6.09,2300.0,14004.0,12255.0
IND_FIELD_0715,Maharashtra & Vidarbha (Deccan),Rice (Paddy),5.69,8.13,79.1,48.9,80.6,27.8,18.8,26.3,4.8,0.82,4.78,0.34,5.68,0.3,0.21,456.1,3179.1,24.3,8,0.724,1,Syngenta Quantis,2.44,38.53,32.29,6.25,2300.0,14366.0,12405.0
IND_FIELD_0716,Karnataka & Tamil Nadu,Maize,13.15,6.23,199.7,29.8,138.8,32.3,15.6,23.8,4.7,1.12,9.24,0.55,7.18,0.75,0.74,593.1,2129.4,28.6,5,0.819,0,None,0.0,56.15,55.83,0.32,2225.0,707.0,707.0
IND_FIELD_0717,Uttar Pradesh & Bihar,Gram / Chickpea (Chana),11.63,7.53,205.4,15.8,243.3,36.1,14.6,18.3,4.3,1.19,8.1,0.5,6.07,0.62,0.39,851.8,2811.2,29.6,3,0.92,1,Syngenta Isabion,1.89,23.97,22.71,1.25,5440.0,6806.0,5174.0
IND_FIELD_0718,Karnataka & Tamil Nadu,Wheat,3.65,5.9,198.2,30.8,109.1,47.6,10.0,13.1,11.3,1.11,9.73,0.71,4.98,0.26,0.3,1212.2,2409.0,25.1,7,0.92,0,None,0.0,33.57,32.91,0.66,2275.0,1500.0,1500.0
IND_FIELD_0719,Punjab & Haryana (Indo-Gangetic),Rice (Paddy),6.23,6.77,80.5,21.9,107.3,46.1,18.7,25.6,11.0,1.32,3.62,0.37,7.13,0.43,0.76,717.7,2713.4,29.6,7,0.772,1,Syngenta CropBio+ (Biostimulant),2.13,39.92,34.37,5.54,2300.0,12751.0,10675.0
IND_FIELD_0720,Uttar Pradesh & Bihar,Rice (Paddy),5.86,7.04,175.9,24.5,178.6,43.9,9.4,28.8,4.1,0.79,7.56,0.62,4.63,0.9,0.78,1044.4,2086.8,33.7,4,0.92,0,None,0.0,38.7,38.32,0.39,2300.0,886.0,886.0
IND_FIELD_0721,Karnataka & Tamil Nadu,Maize,6.48,7.19,210.2,45.2,235.5,44.7,16.0,25.1,9.4,0.49,7.35,0.82,5.09,0.9,0.39,840.6,2458.7,28.2,9,0.862,1,Syngenta CropBio+ (Biostimulant),1.72,58.93,51.62,7.3,2225.0,16251.0,14563.0
IND_FIELD_0722,Punjab & Haryana (Indo-Gangetic),Soybean,6.22,8.05,163.9,15.2,250.9,32.0,10.6,10.4,4.4,0.35,3.46,0.84,5.28,0.81,0.4,672.6,3172.1,33.1,6,0.777,1,Syngenta Quantis,2.48,23.09,19.84,3.25,4892.0,15920.0,13834.0
IND_FIELD_0723,Punjab & Haryana (Indo-Gangetic),Sugarcane,4.19,7.41,176.4,47.6,122.8,37.7,23.2,14.8,13.0,0.57,6.95,0.87,4.25,0.94,0.56,938.5,2073.4,34.1,6,0.884,1,Syngenta CropBio+ (Biostimulant),2.14,597.03,519.49,77.54,340.0,26364.0,24744.0
IND_FIELD_0724,Uttar Pradesh & Bihar,Rice (Paddy),8.55,6.96,142.5,30.4,99.1,44.9,6.5,11.5,13.0,0.46,7.65,0.74,6.61,0.81,0.66,1207.6,2691.0,23.2,3,0.92,1,Syngenta CropBio+ (Biostimulant),1.34,43.68,40.17,3.51,2300.0,8083.0,6260.0
IND_FIELD_0725,Andhra Pradesh & Telangana,Groundnut (Peanut),11.56,7.74,155.2,37.6,305.7,29.8,9.6,22.5,10.8,0.91,4.6,0.83,3.02,0.26,0.19,1240.9,2605.8,23.2,3,0.92,1,Syngenta Isabion,1.2,29.0,26.82,2.18,6783.0,14818.0,12759.0
IND_FIELD_0726,Uttar Pradesh & Bihar,Soybean,10.17,8.08,66.2,15.9,142.6,46.9,10.4,26.6,13.2,0.5,5.2,0.36,5.05,0.45,0.57,1254.2,2591.1,28.2,8,0.92,1,Syngenta Quantis,1.24,24.49,20.38,4.11,4892.0,20114.0,18042.0
IND_FIELD_0727,Punjab & Haryana (Indo-Gangetic),Wheat,10.9,5.85,175.0,26.5,284.8,30.5,13.5,12.4,12.0,0.34,7.87,0.34,5.97,0.27,0.82,771.6,2661.2,29.6,7,0.874,1,Syngenta Quantis,1.34,44.86,39.23,5.64,2275.0,12822.0,10732.0
IND_FIELD_0728,Uttar Pradesh & Bihar,Wheat,4.39,8.16,74.7,15.9,287.2,36.0,10.2,28.4,12.2,0.34,6.62,0.2,6.97,0.32,0.33,1203.8,2503.1,27.5,5,0.92,0,None,0.0,30.69,30.54,0.15,2275.0,343.0,343.0
IND_FIELD_0729,Punjab & Haryana (Indo-Gangetic),Sugarcane,13.97,6.01,138.3,53.3,265.4,39.3,14.8,22.2,9.5,1.21,9.46,0.69,6.86,0.4,0.79,651.6,1823.7,26.2,9,0.884,1,Syngenta Quantis,1.75,727.55,642.18,85.37,340.0,29027.0,27384.0
IND_FIELD_0730,Punjab & Haryana (Indo-Gangetic),Soybean,12.72,7.75,112.7,46.7,120.5,46.5,21.7,25.2,6.7,0.95,5.7,0.86,4.8,0.6,0.82,1151.5,3060.1,30.3,8,0.92,0,None,0.0,23.73,24.22,-0.49,4892.0,-2406.0,-2406.0
IND_FIELD_0731,Punjab & Haryana (Indo-Gangetic),Wheat,12.36,6.47,158.2,31.8,277.2,25.3,18.8,31.4,5.8,0.69,5.15,0.33,5.54,0.84,0.34,1351.0,2957.8,22.0,7,0.92,1,Syngenta CropBio+ (Biostimulant),2.13,46.55,41.86,4.69,2275.0,10660.0,8705.0
IND_FIELD_0732,Uttar Pradesh & Bihar,Wheat,12.55,6.12,84.0,21.6,264.6,40.4,16.4,11.8,6.9,1.28,10.39,0.65,4.17,0.85,0.68,463.1,2043.8,34.6,4,0.817,0,None,0.0,38.6,38.33,0.27,2275.0,612.0,612.0
IND_FIELD_0733,Andhra Pradesh & Telangana,Wheat,13.76,6.86,184.5,52.1,223.2,33.6,7.6,29.8,10.1,0.38,9.85,0.72,4.57,0.68,0.32,868.3,2378.6,25.0,5,0.92,0,None,0.0,43.98,43.68,0.3,2275.0,678.0,678.0
IND_FIELD_0734,Andhra Pradesh & Telangana,Sugarcane,9.49,7.35,203.1,26.8,160.9,26.1,18.5,12.8,5.3,1.38,3.41,0.85,6.98,0.9,0.67,1065.4,2878.8,33.9,7,0.92,0,None,0.0,605.75,605.48,0.26,340.0,90.0,90.0
IND_FIELD_0735,Maharashtra & Vidarbha (Deccan),Sugarcane,5.7,6.71,89.4,18.9,143.0,41.3,9.0,18.6,6.2,0.98,8.83,0.65,7.12,0.6,0.71,1116.7,3172.1,23.4,5,0.92,0,None,0.0,502.38,502.78,-0.4,340.0,-136.0,-136.0
IND_FIELD_0736,Karnataka & Tamil Nadu,Groundnut (Peanut),10.28,5.93,78.8,36.2,109.3,34.6,20.2,28.7,8.4,0.5,4.01,0.88,6.92,0.87,0.32,617.3,3131.6,25.1,3,0.81,1,Syngenta CropBio+ (Biostimulant),2.35,27.24,22.87,4.36,6783.0,29585.0,27929.0
IND_FIELD_0737,Maharashtra & Vidarbha (Deccan),Cotton,11.67,7.24,86.2,52.6,202.3,37.8,10.5,29.9,5.9,1.05,3.4,0.44,2.76,0.57,0.65,1373.6,3059.1,25.1,5,0.92,0,None,0.0,22.42,21.94,0.48,7121.0,3399.0,3399.0
IND_FIELD_0738,Uttar Pradesh & Bihar,Mustard / Rapeseed,11.62,7.97,217.9,12.2,220.5,27.7,13.5,21.1,9.7,1.14,5.2,0.44,6.68,0.44,0.72,1034.5,2021.7,34.9,4,0.92,1,Syngenta Isabion,2.14,31.69,29.21,2.48,5650.0,14007.0,12202.0
IND_FIELD_0739,Maharashtra & Vidarbha (Deccan),Wheat,9.24,6.72,155.1,22.2,166.2,32.4,12.3,23.1,13.2,0.77,5.17,0.58,7.22,0.89,0.4,606.1,3080.3,22.1,8,0.824,0,None,0.0,37.24,37.44,-0.2,2275.0,-446.0,-446.0
IND_FIELD_0740,Maharashtra & Vidarbha (Deccan),Soybean,4.25,6.32,144.1,52.4,194.1,36.5,21.5,25.6,11.4,1.25,9.18,0.47,3.99,0.52,0.27,469.5,3029.8,30.3,3,0.68,1,Syngenta CropBio+ (Biostimulant),2.72,22.28,18.88,3.4,4892.0,16624.0,14958.0
IND_FIELD_0741,Maharashtra & Vidarbha (Deccan),Soybean,7.58,6.86,79.2,19.4,167.2,30.1,8.3,28.3,10.5,0.47,8.39,0.2,4.85,0.6,0.21,1194.1,2327.7,33.3,5,0.92,1,Syngenta Isabion,3.0,23.11,20.91,2.21,4892.0,10788.0,8882.0
IND_FIELD_0742,Maharashtra & Vidarbha (Deccan),Rice (Paddy),13.63,5.92,176.9,16.9,233.8,24.0,16.2,12.7,9.6,0.61,10.37,0.71,6.29,0.48,0.55,525.7,2352.3,30.7,5,0.834,0,None,0.0,45.02,45.63,-0.61,2300.0,-1405.0,-1405.0
IND_FIELD_0743,Uttar Pradesh & Bihar,Groundnut (Peanut),9.93,7.77,216.2,36.5,296.3,46.8,8.6,27.8,8.6,0.4,8.39,0.73,5.09,0.71,0.83,584.0,2443.9,26.7,3,0.846,0,None,0.0,25.5,26.53,-1.02,6783.0,-6940.0,-6940.0
IND_FIELD_0744,Andhra Pradesh & Telangana,Maize,9.42,7.78,209.1,49.1,119.3,33.3,18.7,20.6,5.5,0.53,6.25,0.72,7.46,0.95,0.73,996.1,2718.6,34.5,8,0.92,0,None,0.0,53.81,52.55,1.26,2225.0,2806.0,2806.0
IND_FIELD_0745,Punjab & Haryana (Indo-Gangetic),Groundnut (Peanut),6.46,7.21,172.7,32.5,171.5,40.0,22.3,19.9,12.9,0.56,8.3,0.44,4.51,0.27,0.46,1023.3,2165.2,33.6,3,0.92,0,None,0.0,24.54,23.73,0.81,6783.0,5471.0,5471.0
IND_FIELD_0746,Karnataka & Tamil Nadu,Wheat,7.55,6.65,73.6,54.8,113.8,30.3,13.8,19.3,6.1,1.31,10.5,0.57,5.93,0.88,0.53,1102.5,1832.1,27.6,5,0.92,0,None,0.0,34.96,34.75,0.21,2275.0,488.0,488.0
IND_FIELD_0747,Maharashtra & Vidarbha (Deccan),Rice (Paddy),13.35,7.72,80.2,41.2,230.0,28.7,14.8,21.2,4.5,0.39,8.38,0.45,6.36,0.25,0.35,823.8,1997.7,29.5,6,0.92,0,None,0.0,43.37,43.42,-0.05,2300.0,-109.0,-109.0
IND_FIELD_0748,Andhra Pradesh & Telangana,Soybean,10.83,7.13,68.9,15.2,254.9,30.2,22.7,30.8,11.4,0.77,8.76,0.21,4.72,0.5,0.26,1185.2,2416.2,34.6,5,0.92,0,None,0.0,22.83,23.13,-0.3,4892.0,-1488.0,-1488.0
IND_FIELD_0749,Karnataka & Tamil Nadu,Rice (Paddy),12.16,7.78,106.3,54.7,303.7,30.3,15.4,22.1,5.3,0.89,10.05,0.59,6.71,0.37,0.49,1375.6,2194.8,34.8,3,0.92,1,Syngenta Quantis,1.52,47.3,43.07,4.22,2300.0,9712.0,7860.0
IND_FIELD_0750,Andhra Pradesh & Telangana,Rice (Paddy),8.5,7.32,84.4,29.5,146.9,34.3,14.8,31.0,7.4,1.29,4.03,0.29,5.0,0.78,0.47,707.5,2870.3,27.8,4,0.853,0,None,0.0,37.68,38.33,-0.64,2300.0,-1476.0,-1476.0
IND_FIELD_0751,Punjab & Haryana (Indo-Gangetic),Soybean,10.43,7.68,106.8,24.4,308.1,34.3,16.4,14.0,3.8,1.4,8.34,0.26,4.26,0.29,0.52,1117.9,1949.4,33.0,8,0.92,1,Syngenta Isabion,2.89,26.3,22.91,3.38,4892.0,16544.0,14826.0
IND_FIELD_0752,Karnataka & Tamil Nadu,Cotton,6.23,7.24,129.3,36.0,95.2,32.9,18.4,25.9,4.9,1.13,9.41,0.73,2.59,0.64,0.82,1332.0,3084.5,25.9,10,0.92,1,Syngenta CropBio+ (Biostimulant),1.89,22.69,19.35,3.34,7121.0,23770.0,21725.0
IND_FIELD_0753,Andhra Pradesh & Telangana,Wheat,11.26,6.79,229.7,25.1,224.7,22.0,7.9,27.9,5.3,1.37,10.17,0.21,4.16,0.46,0.57,1102.0,3053.5,26.8,4,0.92,0,None,0.0,42.31,42.57,-0.26,2275.0,-602.0,-602.0
IND_FIELD_0754,Maharashtra & Vidarbha (Deccan),Maize,8.2,8.1,169.9,15.7,93.7,32.9,20.8,24.9,4.1,1.17,4.74,0.87,6.04,0.34,0.57,1097.1,3072.3,24.1,10,0.92,1,Syngenta Isabion,1.38,56.93,49.04,7.89,2225.0,17550.0,15622.0
IND_FIELD_0755,Punjab & Haryana (Indo-Gangetic),Tomato,8.37,7.1,210.3,12.1,294.5,23.1,13.8,23.4,10.4,1.36,6.88,0.56,7.07,0.79,0.24,662.6,2835.5,24.7,9,0.793,0,None,0.0,270.02,270.28,-0.27,2400.0,-640.0,-640.0
IND_FIELD_0756,Uttar Pradesh & Bihar,Tur / Pigeon Pea (Arhar),10.64,7.25,187.9,31.3,207.2,21.8,7.3,22.4,12.3,1.08,8.17,0.89,3.38,0.4,0.85,958.4,1949.8,30.5,6,0.92,0,None,0.0,19.16,18.12,1.04,7550.0,7845.0,7845.0
IND_FIELD_0757,Andhra Pradesh & Telangana,Sugarcane,13.8,6.33,80.3,48.0,240.6,46.0,20.2,28.9,7.4,0.39,5.01,0.24,3.95,0.41,0.69,984.4,2413.4,28.6,5,0.92,1,Syngenta CropBio+ (Biostimulant),1.55,696.72,627.85,68.88,340.0,23418.0,21673.0
IND_FIELD_0758,Andhra Pradesh & Telangana,Rice (Paddy),4.2,7.3,192.5,36.6,279.6,36.1,12.8,28.1,12.7,0.74,7.58,0.61,2.85,0.44,0.76,1115.1,1984.0,25.0,4,0.92,0,None,0.0,38.14,38.29,-0.15,2300.0,-349.0,-349.0
IND_FIELD_0759,Karnataka & Tamil Nadu,Sugarcane,12.57,7.17,109.5,55.0,116.1,37.8,7.8,12.7,5.7,1.01,5.08,0.44,5.8,0.66,0.44,1397.0,3182.8,27.2,7,0.92,0,None,0.0,601.74,600.2,1.53,340.0,521.0,521.0
IND_FIELD_0760,Uttar Pradesh & Bihar,Groundnut (Peanut),6.72,6.24,175.0,24.3,89.3,30.1,17.4,28.7,6.9,0.69,5.63,0.79,7.28,0.71,0.5,482.0,2266.3,26.9,6,0.674,0,None,0.0,22.07,21.07,1.0,6783.0,6759.0,6759.0
IND_FIELD_0761,Punjab & Haryana (Indo-Gangetic),Soybean,8.38,5.94,121.4,24.1,290.9,45.3,21.8,19.1,5.1,0.6,6.42,0.45,5.53,0.26,0.52,512.0,2619.5,34.8,5,0.802,1,Syngenta CropBio+ (Biostimulant),1.42,24.07,21.27,2.8,4892.0,13720.0,11712.0
IND_FIELD_0762,Maharashtra & Vidarbha (Deccan),Rice (Paddy),3.74,7.25,239.6,18.9,155.6,37.1,22.0,15.6,10.0,0.94,7.06,0.38,5.39,0.42,0.29,524.1,2891.2,33.1,10,0.713,1,Syngenta Quantis,2.7,42.12,36.06,6.06,2300.0,13932.0,11993.0
IND_FIELD_0763,Punjab & Haryana (Indo-Gangetic),Mustard / Rapeseed,6.81,7.63,107.4,19.1,111.0,41.1,23.2,29.1,7.9,1.33,6.48,0.8,5.04,0.55,0.63,1155.8,3088.9,27.0,7,0.92,1,Syngenta Isabion,2.85,27.74,24.15,3.59,5650.0,20311.0,18505.0
IND_FIELD_0764,Uttar Pradesh & Bihar,Rice (Paddy),9.03,7.06,110.2,24.3,192.4,29.1,21.6,19.5,9.9,0.34,6.8,0.46,2.49,0.48,0.78,579.5,2857.8,33.9,6,0.798,1,Syngenta CropBio+ (Biostimulant),1.59,45.8,38.68,7.12,2300.0,16372.0,14320.0
IND_FIELD_0765,Punjab & Haryana (Indo-Gangetic),Wheat,4.12,6.34,227.5,46.1,223.6,46.8,6.0,27.8,11.5,1.15,5.38,0.21,6.01,0.87,0.26,1041.3,2744.3,26.5,8,0.916,0,None,0.0,35.79,36.55,-0.77,2275.0,-1744.0,-1744.0
IND_FIELD_0766,Andhra Pradesh & Telangana,Wheat,8.9,7.4,64.4,50.9,87.4,42.6,12.8,15.8,9.2,1.1,4.36,0.47,5.31,0.8,0.21,758.4,2452.4,30.7,3,0.82,0,None,0.0,34.11,34.74,-0.63,2275.0,-1432.0,-1432.0
IND_FIELD_0767,Uttar Pradesh & Bihar,Cotton,13.7,5.99,185.4,53.9,146.0,43.6,20.7,10.1,10.1,1.36,3.55,0.66,5.64,0.69,0.67,884.5,2647.6,34.6,9,0.92,0,None,0.0,24.39,24.01,0.38,7121.0,2685.0,2685.0
IND_FIELD_0768,Karnataka & Tamil Nadu,Rice (Paddy),4.66,6.86,190.6,22.0,87.9,23.2,12.6,20.9,13.3,1.32,4.63,0.38,6.94,0.49,0.34,654.9,1931.8,27.1,3,0.724,1,Syngenta CropBio+ (Biostimulant),2.68,40.08,34.86,5.23,2300.0,12026.0,10310.0
IND_FIELD_0769,Maharashtra & Vidarbha (Deccan),Rice (Paddy),11.91,6.19,210.5,49.9,180.9,26.1,16.8,12.2,6.6,1.14,7.45,0.5,6.31,0.74,0.59,1272.8,3037.5,30.8,3,0.92,1,Syngenta Isabion,2.05,50.54,46.23,4.3,2300.0,9899.0,8162.0
IND_FIELD_0770,Uttar Pradesh & Bihar,Soybean,8.01,6.24,235.4,26.1,294.8,26.6,16.9,26.6,7.3,0.87,8.94,0.24,6.3,0.84,0.64,1006.8,2561.3,25.8,10,0.92,0,None,0.0,24.64,23.83,0.81,4892.0,3974.0,3974.0
IND_FIELD_0771,Punjab & Haryana (Indo-Gangetic),Soybean,10.71,6.29,235.6,16.9,315.8,26.1,12.6,16.1,11.0,0.52,4.44,0.61,7.1,0.67,0.38,1347.3,1856.2,25.5,3,0.92,0,None,0.0,25.49,23.81,1.68,4892.0,8221.0,8221.0
IND_FIELD_0772,Uttar Pradesh & Bihar,Mustard / Rapeseed,6.36,6.73,71.7,49.4,232.9,43.7,22.3,19.8,9.9,0.9,3.99,0.73,7.44,0.8,0.72,995.9,3087.9,29.5,6,0.902,0,None,0.0,24.36,24.51,-0.15,5650.0,-820.0,-820.0
IND_FIELD_0773,Punjab & Haryana (Indo-Gangetic),Cotton,5.25,5.92,207.9,39.4,118.8,19.0,15.1,11.9,5.4,1.14,8.67,0.49,5.2,0.77,0.53,567.7,2485.0,34.7,7,0.72,1,Syngenta Isabion,1.68,21.83,19.06,2.77,7121.0,19706.0,17897.0
IND_FIELD_0774,Maharashtra & Vidarbha (Deccan),Wheat,5.27,6.75,176.3,19.1,297.4,20.3,14.4,16.3,7.4,1.29,5.43,0.49,2.6,0.65,0.76,612.3,3016.0,27.9,7,0.71,1,Syngenta CropBio+ (Biostimulant),1.86,39.51,34.13,5.38,2275.0,12240.0,10236.0
IND_FIELD_0775,Uttar Pradesh & Bihar,Cotton,4.28,7.03,176.5,30.5,203.9,26.2,24.0,27.2,8.4,1.17,10.15,0.26,4.53,0.47,0.68,1389.6,2999.6,34.2,2,0.92,0,None,0.0,19.66,19.47,0.19,7121.0,1388.0,1388.0
IND_FIELD_0776,Punjab & Haryana (Indo-Gangetic),Tur / Pigeon Pea (Arhar),5.54,6.96,83.1,24.4,116.9,24.0,14.9,13.3,7.9,0.51,8.41,0.34,6.33,0.77,0.76,1139.3,2942.1,33.9,10,0.92,0,None,0.0,15.31,14.69,0.62,7550.0,4716.0,4716.0
IND_FIELD_0777,Punjab & Haryana (Indo-Gangetic),Cotton,10.81,6.72,177.0,43.7,301.2,25.0,9.2,24.2,5.4,0.96,5.59,0.31,2.15,0.39,0.16,496.8,1886.0,25.3,4,0.805,0,None,0.0,23.1,22.47,0.63,7121.0,4477.0,4477.0
IND_FIELD_0778,Uttar Pradesh & Bihar,Rice (Paddy),13.2,7.81,236.8,31.5,261.8,41.9,15.2,30.2,13.2,0.67,5.31,0.54,2.31,0.8,0.32,1118.6,2145.9,27.2,5,0.92,1,Syngenta CropBio+ (Biostimulant),1.4,52.0,48.62,3.38,2300.0,7774.0,6058.0
IND_FIELD_0779,Uttar Pradesh & Bihar,Gram / Chickpea (Chana),12.46,6.15,224.1,54.5,255.6,34.9,20.7,25.0,11.5,0.31,7.02,0.57,2.37,0.81,0.21,841.6,3025.8,30.4,1,0.92,1,Syngenta Isabion,2.21,25.22,23.04,2.18,5440.0,11865.0,10164.0
IND_FIELD_0780,Andhra Pradesh & Telangana,Mustard / Rapeseed,11.04,7.01,139.0,14.4,250.2,18.2,20.0,27.8,8.6,0.52,3.78,0.86,6.02,0.83,0.46,741.8,3058.6,28.7,5,0.863,0,None,0.0,28.28,27.64,0.65,5650.0,3662.0,3662.0
IND_FIELD_0781,Andhra Pradesh & Telangana,Cotton,4.71,5.95,67.2,27.3,128.1,30.9,20.2,12.4,10.6,0.42,4.06,0.25,4.76,0.58,0.77,596.4,2441.3,23.2,5,0.753,0,None,0.0,17.02,17.31,-0.29,7121.0,-2093.0,-2093.0
IND_FIELD_0782,Andhra Pradesh & Telangana,Groundnut (Peanut),6.68,5.97,125.2,32.7,130.6,30.2,18.7,15.5,12.9,1.23,4.48,0.62,4.03,0.38,0.48,1247.9,2416.1,34.9,5,0.92,0,None,0.0,22.33,22.76,-0.43,6783.0,-2940.0,-2940.0
IND_FIELD_0783,Maharashtra & Vidarbha (Deccan),Wheat,6.91,7.18,208.8,33.6,245.2,21.4,10.6,29.7,4.9,0.58,8.86,0.57,2.58,0.32,0.74,510.6,2045.2,31.8,6,0.723,1,Syngenta Quantis,2.61,41.98,35.06,6.92,2275.0,15737.0,13879.0
IND_FIELD_0784,Maharashtra & Vidarbha (Deccan),Wheat,6.25,7.16,186.3,25.6,132.7,38.3,21.5,25.7,6.1,0.61,6.95,0.56,6.03,0.77,0.38,725.3,3155.8,27.7,3,0.791,1,Syngenta Isabion,2.1,38.83,35.1,3.73,2275.0,8484.0,6470.0
IND_FIELD_0785,Punjab & Haryana (Indo-Gangetic),Soybean,9.17,7.91,142.7,43.4,185.3,39.1,22.1,24.1,9.2,1.36,3.28,0.81,3.77,0.87,0.39,741.1,2098.4,30.0,5,0.889,1,Syngenta Quantis,1.49,25.55,22.49,3.06,4892.0,14987.0,13024.0
IND_FIELD_0786,Karnataka & Tamil Nadu,Soybean,9.39,7.14,69.9,49.6,267.7,39.6,9.5,24.6,11.9,0.72,8.12,0.34,3.46,0.71,0.78,602.9,2067.3,23.1,6,0.791,1,Syngenta Quantis,1.77,24.03,21.44,2.59,4892.0,12647.0,10997.0
IND_FIELD_0787,Andhra Pradesh & Telangana,Maize,7.43,8.1,136.8,52.4,268.1,39.9,8.3,19.1,3.9,0.31,6.29,0.23,5.59,0.35,0.45,932.8,2725.0,28.4,8,0.92,0,None,0.0,48.7,48.15,0.55,2225.0,1219.0,1219.0
IND_FIELD_0788,Maharashtra & Vidarbha (Deccan),Wheat,7.39,5.92,144.4,46.6,188.8,18.0,23.6,11.0,13.8,0.61,6.93,0.67,5.07,0.9,0.7,461.1,2140.0,34.1,7,0.711,1,Syngenta Quantis,2.39,39.81,33.76,6.05,2275.0,13766.0,12041.0
IND_FIELD_0789,Maharashtra & Vidarbha (Deccan),Rice (Paddy),12.61,6.04,227.1,48.6,270.1,46.6,21.6,27.3,8.3,0.43,4.76,0.44,3.99,0.94,0.32,735.9,3114.3,33.7,4,0.872,0,None,0.0,47.16,47.45,-0.29,2300.0,-668.0,-668.0
IND_FIELD_0790,Karnataka & Tamil Nadu,Maize,12.18,5.91,175.4,35.7,281.3,42.4,22.1,24.9,7.3,0.41,7.23,0.21,5.53,0.55,0.81,1336.9,1815.3,26.4,3,0.92,0,None,0.0,56.36,56.23,0.12,2225.0,276.0,276.0
IND_FIELD_0791,Punjab & Haryana (Indo-Gangetic),Groundnut (Peanut),6.89,6.24,116.1,47.5,237.1,45.1,22.0,20.4,6.6,0.39,10.35,0.38,3.49,0.67,0.55,745.0,1808.1,28.9,5,0.825,1,Syngenta Quantis,2.27,25.81,23.22,2.59,6783.0,17574.0,15950.0
IND_FIELD_0792,Andhra Pradesh & Telangana,Cotton,13.55,7.1,154.6,25.1,134.8,18.5,15.8,29.8,5.3,0.95,3.74,0.42,6.37,0.79,0.68,792.4,2506.8,31.1,5,0.919,1,Syngenta Quantis,1.8,26.62,23.26,3.36,7121.0,23943.0,21893.0
IND_FIELD_0793,Andhra Pradesh & Telangana,Sugarcane,13.98,7.35,71.9,29.1,145.8,46.0,17.6,17.4,11.8,0.51,5.27,0.63,3.26,0.77,0.21,899.5,2483.3,26.4,9,0.92,1,Syngenta Quantis,1.6,697.05,608.95,88.1,340.0,29954.0,27891.0
IND_FIELD_0794,Andhra Pradesh & Telangana,Soybean,7.09,5.91,235.1,25.6,155.6,42.3,15.8,16.5,13.5,0.7,4.97,0.32,2.87,0.93,0.49,983.6,2028.7,22.8,6,0.881,1,Syngenta Quantis,2.9,25.23,22.22,3.02,4892.0,14754.0,12987.0
IND_FIELD_0795,Punjab & Haryana (Indo-Gangetic),Maize,7.4,8.07,124.8,32.1,108.0,43.1,6.9,29.2,7.8,1.25,5.01,0.49,6.3,0.33,0.78,1218.3,2492.3,28.6,6,0.92,1,Syngenta Quantis,1.77,52.01,46.11,5.9,2225.0,13135.0,11214.0
IND_FIELD_0796,Karnataka & Tamil Nadu,Sugarcane,9.06,7.82,146.0,24.3,145.6,20.8,19.4,27.5,13.5,0.77,5.96,0.54,5.89,0.66,0.76,630.8,2376.3,29.8,7,0.866,0,None,0.0,554.61,554.38,0.23,340.0,77.0,77.0
IND_FIELD_0797,Karnataka & Tamil Nadu,Onion,13.85,6.51,124.0,53.3,130.3,40.2,15.1,21.3,12.1,1.31,9.17,0.52,3.0,0.73,0.18,1278.2,3046.5,22.1,10,0.92,1,Syngenta CropBio+ (Biostimulant),2.81,269.75,236.05,33.7,2800.0,94365.0,92400.0
IND_FIELD_0798,Andhra Pradesh & Telangana,Soybean,13.14,5.99,182.9,25.5,189.3,46.8,17.7,12.9,8.6,0.85,9.86,0.88,2.64,0.87,0.36,1169.7,1813.0,23.2,5,0.92,1,Syngenta Quantis,1.46,27.96,25.58,2.38,4892.0,11635.0,9688.0
IND_FIELD_0799,Andhra Pradesh & Telangana,Soybean,4.63,6.21,179.2,16.2,298.0,38.4,15.0,14.7,10.6,0.74,4.68,0.23,6.61,0.86,0.46,1136.5,3166.8,24.7,2,0.92,1,Syngenta CropBio+ (Biostimulant),2.25,23.36,21.17,2.2,4892.0,10741.0,8861.0
IND_FIELD_0800,Karnataka & Tamil Nadu,Cotton,7.82,6.1,188.8,34.7,105.1,35.1,14.9,24.4,8.1,1.13,7.16,0.87,6.27,0.93,0.27,532.5,2674.1,26.5,5,0.715,1,Syngenta Isabion,2.61,22.58,19.56,3.02,7121.0,21496.0,19419.0
